num	glyph	G0-source	description
5659	旄	G0-6C38	GB/T 2312—1980，76—24
5660	旃	G0-6C39	GB/T 2312—1980，76—25
5661	旌	G0-6C3A	GB/T 2312—1980，76—26
5662	旎	G0-6C3B	GB/T 2312—1980，76—27
5663	旒	G0-6C3C	GB/T 2312—1980，76—28
5664	旖	G0-6C3D	GB/T 2312—1980，76—29
5665	炀	G0-6C3E	GB/T 2312—1980，76—30
5666	炜	G0-6C3F	GB/T 2312—1980，76—31
5667	炖	G0-6C40	GB/T 2312—1980，76—32
5668	炝	G0-6C41	GB/T 2312—1980，76—33
5669	炻	G0-6C42	GB/T 2312—1980，76—34
5670	烀	G0-6C43	GB/T 2312—1980，76—35
5671	炷	G0-6C44	GB/T 2312—1980，76—36
5672	炫	G0-6C45	GB/T 2312—1980，76—37
5673	炱	G0-6C46	GB/T 2312—1980，76—38
5674	烨	G0-6C47	GB/T 2312—1980，76—39
5675	烊	G0-6C48	GB/T 2312—1980，76—40
5676	焐	G0-6C49	GB/T 2312—1980，76—41
5677	焓	G0-6C4A	GB/T 2312—1980，76—42
5678	焖	G0-6C4B	GB/T 2312—1980，76—43
5679	焯	G0-6C4C	GB/T 2312—1980，76—44
5680	焱	G0-6C4D	GB/T 2312—1980，76—45
5681	煳	G0-6C4E	GB/T 2312—1980，76—46
5682	煜	G0-6C4F	GB/T 2312—1980，76—47
5683	煨	G0-6C50	GB/T 2312—1980，76—48
5684	煅	G0-6C51	GB/T 2312—1980，76—49
5685	煲	G0-6C52	GB/T 2312—1980，76—50
5686	煊	G0-6C53	GB/T 2312—1980，76—51
5687	煸	G0-6C54	GB/T 2312—1980，76—52
5688	煺	G0-6C55	GB/T 2312—1980，76—53
5689	熘	G0-6C56	GB/T 2312—1980，76—54
5690	熳	G0-6C57	GB/T 2312—1980，76—55
5691	熵	G0-6C58	GB/T 2312—1980，76—56
5692	熨	G0-6C59	GB/T 2312—1980，76—57
5693	熠	G0-6C5A	GB/T 2312—1980，76—58
5694	燠	G0-6C5B	GB/T 2312—1980，76—59
5695	燔	G0-6C5C	GB/T 2312—1980，76—60
5696	燧	G0-6C5D	GB/T 2312—1980，76—61
5697	燹	G0-6C5E	GB/T 2312—1980，76—62
5698	爝	G0-6C5F	GB/T 2312—1980，76—63
5699	爨	G0-6C60	GB/T 2312—1980，76—64
5700	灬	G0-6C61	GB/T 2312—1980，76—65
5701	焘	G0-6C62	GB/T 2312—1980，76—66
5702	煦	G0-6C63	GB/T 2312—1980，76—67
5703	熹	G0-6C64	GB/T 2312—1980，76—68
5704	戾	G0-6C65	GB/T 2312—1980，76—69
5705	戽	G0-6C66	GB/T 2312—1980，76—70
5706	扃	G0-6C67	GB/T 2312—1980，76—71
5707	扈	G0-6C68	GB/T 2312—1980，76—72
5708	扉	G0-6C69	GB/T 2312—1980，76—73
5709	礻	G0-6C6A	GB/T 2312—1980，76—74
5710	祀	G0-6C6B	GB/T 2312—1980，76—75
5711	祆	G0-6C6C	GB/T 2312—1980，76—76
5712	祉	G0-6C6D	GB/T 2312—1980，76—77
5713	祛	G0-6C6E	GB/T 2312—1980，76—78
5714	祜	G0-6C6F	GB/T 2312—1980，76—79
5715	祓	G0-6C70	GB/T 2312—1980，76—80
5716	祚	G0-6C71	GB/T 2312—1980，76—81
5717	祢	G0-6C72	GB/T 2312—1980，76—82
5718	祗	G0-6C73	GB/T 2312—1980，76—83
5719	祠	G0-6C74	GB/T 2312—1980，76—84
5720	祯	G0-6C75	GB/T 2312—1980，76—85
5721	祧	G0-6C76	GB/T 2312—1980，76—86
5722	祺	G0-6C77	GB/T 2312—1980，76—87
5723	禅	G0-6C78	GB/T 2312—1980，76—88
5724	禊	G0-6C79	GB/T 2312—1980，76—89
5725	禚	G0-6C7A	GB/T 2312—1980，76—90
5726	禧	G0-6C7B	GB/T 2312—1980，76—91
5727	禳	G0-6C7C	GB/T 2312—1980，76—92
5728	忑	G0-6C7D	GB/T 2312—1980，76—93
5729	忐	G0-6C7E	GB/T 2312—1980，76—94
5730	怼	G0-6D21	GB/T 2312—1980，77—01
5731	恝	G0-6D22	GB/T 2312—1980，77—02
5732	恚	G0-6D23	GB/T 2312—1980，77—03
5733	恧	G0-6D24	GB/T 2312—1980，77—04
5734	恁	G0-6D25	GB/T 2312—1980，77—05
5735	恙	G0-6D26	GB/T 2312—1980，77—06
5736	恣	G0-6D27	GB/T 2312—1980，77—07
5737	悫	G0-6D28	GB/T 2312—1980，77—08
5738	愆	G0-6D29	GB/T 2312—1980，77—09
5739	愍	G0-6D2A	GB/T 2312—1980，77—10
5740	慝	G0-6D2B	GB/T 2312—1980，77—11
5741	憩	G0-6D2C	GB/T 2312—1980，77—12
5742	憝	G0-6D2D	GB/T 2312—1980，77—13
5743	懋	G0-6D2E	GB/T 2312—1980，77—14
5744	懑	G0-6D2F	GB/T 2312—1980，77—15
5745	戆	G0-6D30	GB/T 2312—1980，77—16
5746	肀	G0-6D31	GB/T 2312—1980，77—17
5747	聿	G0-6D32	GB/T 2312—1980，77—18
5748	沓	G0-6D33	GB/T 2312—1980，77—19
5749	泶	G0-6D34	GB/T 2312—1980，77—20
5750	淼	G0-6D35	GB/T 2312—1980，77—21
5751	矶	G0-6D36	GB/T 2312—1980，77—22
5752	矸	G0-6D37	GB/T 2312—1980，77—23
5753	砀	G0-6D38	GB/T 2312—1980，77—24
5754	砉	G0-6D39	GB/T 2312—1980，77—25
5755	砗	G0-6D3A	GB/T 2312—1980，77—26
5756	砘	G0-6D3B	GB/T 2312—1980，77—27
5757	砑	G0-6D3C	GB/T 2312—1980，77—28
5758	斫	G0-6D3D	GB/T 2312—1980，77—29
5759	砭	G0-6D3E	GB/T 2312—1980，77—30
5760	砜	G0-6D3F	GB/T 2312—1980，77—31
5761	砝	G0-6D40	GB/T 2312—1980，77—32
5762	砹	G0-6D41	GB/T 2312—1980，77—33
5763	砺	G0-6D42	GB/T 2312—1980，77—34
5764	砻	G0-6D43	GB/T 2312—1980，77—35
5765	砟	G0-6D44	GB/T 2312—1980，77—36
5766	砼	G0-6D45	GB/T 2312—1980，77—37
5767	砥	G0-6D46	GB/T 2312—1980，77—38
5768	砬	G0-6D47	GB/T 2312—1980，77—39
5769	砣	G0-6D48	GB/T 2312—1980，77—40
5770	砩	G0-6D49	GB/T 2312—1980，77—41
5771	硎	G0-6D4A	GB/T 2312—1980，77—42
5772	硭	G0-6D4B	GB/T 2312—1980，77—43
5773	硖	G0-6D4C	GB/T 2312—1980，77—44
5774	硗	G0-6D4D	GB/T 2312—1980，77—45
5775	砦	G0-6D4E	GB/T 2312—1980，77—46
5776	硐	G0-6D4F	GB/T 2312—1980，77—47
5777	硇	G0-6D50	GB/T 2312—1980，77—48
5778	硌	G0-6D51	GB/T 2312—1980，77—49
5779	硪	G0-6D52	GB/T 2312—1980，77—50
5780	碛	G0-6D53	GB/T 2312—1980，77—51
5781	碓	G0-6D54	GB/T 2312—1980，77—52
5782	碚	G0-6D55	GB/T 2312—1980，77—53
5783	碇	G0-6D56	GB/T 2312—1980，77—54
5784	碜	G0-6D57	GB/T 2312—1980，77—55
5785	碡	G0-6D58	GB/T 2312—1980，77—56
5786	碣	G0-6D59	GB/T 2312—1980，77—57
5787	碲	G0-6D5A	GB/T 2312—1980，77—58
5788	碹	G0-6D5B	GB/T 2312—1980，77—59
5789	碥	G0-6D5C	GB/T 2312—1980，77—60
5790	磔	G0-6D5D	GB/T 2312—1980，77—61
5791	磙	G0-6D5E	GB/T 2312—1980，77—62
5792	磉	G0-6D5F	GB/T 2312—1980，77—63
5793	磬	G0-6D60	GB/T 2312—1980，77—64
5794	磲	G0-6D61	GB/T 2312—1980，77—65
5795	礅	G0-6D62	GB/T 2312—1980，77—66
5796	磴	G0-6D63	GB/T 2312—1980，77—67
5797	礓	G0-6D64	GB/T 2312—1980，77—68
5798	礤	G0-6D65	GB/T 2312—1980，77—69
5799	礞	G0-6D66	GB/T 2312—1980，77—70
5800	礴	G0-6D67	GB/T 2312—1980，77—71
5801	龛	G0-6D68	GB/T 2312—1980，77—72
5802	黹	G0-6D69	GB/T 2312—1980，77—73
5803	黻	G0-6D6A	GB/T 2312—1980，77—74
5804	黼	G0-6D6B	GB/T 2312—1980，77—75
5805	盱	G0-6D6C	GB/T 2312—1980，77—76
5806	眄	G0-6D6D	GB/T 2312—1980，77—77
5807	眍	G0-6D6E	GB/T 2312—1980，77—78
5808	盹	G0-6D6F	GB/T 2312—1980，77—79
5809	眇	G0-6D70	GB/T 2312—1980，77—80
5810	眈	G0-6D71	GB/T 2312—1980，77—81
5811	眚	G0-6D72	GB/T 2312—1980，77—82
5812	眢	G0-6D73	GB/T 2312—1980，77—83
5813	眙	G0-6D74	GB/T 2312—1980，77—84
5814	眭	G0-6D75	GB/T 2312—1980，77—85
5815	眦	G0-6D76	GB/T 2312—1980，77—86
5816	眵	G0-6D77	GB/T 2312—1980，77—87
5817	眸	G0-6D78	GB/T 2312—1980，77—88
5818	睐	G0-6D79	GB/T 2312—1980，77—89
5819	睑	G0-6D7A	GB/T 2312—1980，77—90
5820	睇	G0-6D7B	GB/T 2312—1980，77—91
5821	睃	G0-6D7C	GB/T 2312—1980，77—92
5822	睚	G0-6D7D	GB/T 2312—1980，77—93
5823	睨	G0-6D7E	GB/T 2312—1980，77—94
5824	睢	G0-6E21	GB/T 2312—1980，78—01
5825	睥	G0-6E22	GB/T 2312—1980，78—02
5826	睿	G0-6E23	GB/T 2312—1980，78—03
5827	瞍	G0-6E24	GB/T 2312—1980，78—04
5828	睽	G0-6E25	GB/T 2312—1980，78—05
5829	瞀	G0-6E26	GB/T 2312—1980，78—06
5830	瞌	G0-6E27	GB/T 2312—1980，78—07
5831	瞑	G0-6E28	GB/T 2312—1980，78—08
5832	瞟	G0-6E29	GB/T 2312—1980，78—09
5833	瞠	G0-6E2A	GB/T 2312—1980，78—10
5834	瞰	G0-6E2B	GB/T 2312—1980，78—11
5835	瞵	G0-6E2C	GB/T 2312—1980，78—12
5836	瞽	G0-6E2D	GB/T 2312—1980，78—13
5837	町	G0-6E2E	GB/T 2312—1980，78—14
5838	畀	G0-6E2F	GB/T 2312—1980，78—15
5839	畎	G0-6E30	GB/T 2312—1980，78—16
5840	畋	G0-6E31	GB/T 2312—1980，78—17
5841	畈	G0-6E32	GB/T 2312—1980，78—18
5842	畛	G0-6E33	GB/T 2312—1980，78—19
5843	畲	G0-6E34	GB/T 2312—1980，78—20
5844	畹	G0-6E35	GB/T 2312—1980，78—21
5845	疃	G0-6E36	GB/T 2312—1980，78—22
5846	罘	G0-6E37	GB/T 2312—1980，78—23
5847	罡	G0-6E38	GB/T 2312—1980，78—24
5848	罟	G0-6E39	GB/T 2312—1980，78—25
5849	詈	G0-6E3A	GB/T 2312—1980，78—26
5850	罨	G0-6E3B	GB/T 2312—1980，78—27
5851	罴	G0-6E3C	GB/T 2312—1980，78—28
5852	罱	G0-6E3D	GB/T 2312—1980，78—29
5853	罹	G0-6E3E	GB/T 2312—1980，78—30
5854	羁	G0-6E3F	GB/T 2312—1980，78—31
5855	罾	G0-6E40	GB/T 2312—1980，78—32
5856	盍	G0-6E41	GB/T 2312—1980，78—33
5857	盥	G0-6E42	GB/T 2312—1980，78—34
5858	蠲	G0-6E43	GB/T 2312—1980，78—35
5859	钅	G0-6E44	GB/T 2312—1980，78—36
5860	钆	G0-6E45	GB/T 2312—1980，78—37
5861	钇	G0-6E46	GB/T 2312—1980，78—38
5862	钋	G0-6E47	GB/T 2312—1980，78—39
5863	钊	G0-6E48	GB/T 2312—1980，78—40
5864	钌	G0-6E49	GB/T 2312—1980，78—41
5865	钍	G0-6E4A	GB/T 2312—1980，78—42
5866	钏	G0-6E4B	GB/T 2312—1980，78—43
5867	钐	G0-6E4C	GB/T 2312—1980，78—44
5868	钔	G0-6E4D	GB/T 2312—1980，78—45
5869	钗	G0-6E4E	GB/T 2312—1980，78—46
5870	钕	G0-6E4F	GB/T 2312—1980，78—47
5871	钚	G0-6E50	GB/T 2312—1980，78—48
5872	钛	G0-6E51	GB/T 2312—1980，78—49
5873	钜	G0-6E52	GB/T 2312—1980，78—50
5874	钣	G0-6E53	GB/T 2312—1980，78—51
5875	钤	G0-6E54	GB/T 2312—1980，78—52
5876	钫	G0-6E55	GB/T 2312—1980，78—53
5877	钪	G0-6E56	GB/T 2312—1980，78—54
5878	钭	G0-6E57	GB/T 2312—1980，78—55
5879	钬	G0-6E58	GB/T 2312—1980，78—56
5880	钯	G0-6E59	GB/T 2312—1980，78—57
5881	钰	G0-6E5A	GB/T 2312—1980，78—58
5882	钲	G0-6E5B	GB/T 2312—1980，78—59
5883	钴	G0-6E5C	GB/T 2312—1980，78—60
5884	钶	G0-6E5D	GB/T 2312—1980，78—61
5885	钷	G0-6E5E	GB/T 2312—1980，78—62
5886	钸	G0-6E5F	GB/T 2312—1980，78—63
5887	钹	G0-6E60	GB/T 2312—1980，78—64
5888	钺	G0-6E61	GB/T 2312—1980，78—65
5889	钼	G0-6E62	GB/T 2312—1980，78—66
5890	钽	G0-6E63	GB/T 2312—1980，78—67
5891	钿	G0-6E64	GB/T 2312—1980，78—68
5892	铄	G0-6E65	GB/T 2312—1980，78—69
5893	铈	G0-6E66	GB/T 2312—1980，78—70
5894	铉	G0-6E67	GB/T 2312—1980，78—71
5895	铊	G0-6E68	GB/T 2312—1980，78—72
5896	铋	G0-6E69	GB/T 2312—1980，78—73
5897	铌	G0-6E6A	GB/T 2312—1980，78—74
5898	铍	G0-6E6B	GB/T 2312—1980，78—75
5899	铎	G0-6E6C	GB/T 2312—1980，78—76
5900	铐	G0-6E6D	GB/T 2312—1980，78—77
5901	铑	G0-6E6E	GB/T 2312—1980，78—78
5902	铒	G0-6E6F	GB/T 2312—1980，78—79
5903	铕	G0-6E70	GB/T 2312—1980，78—80
5904	铖	G0-6E71	GB/T 2312—1980，78—81
5905	铗	G0-6E72	GB/T 2312—1980，78—82
5906	铙	G0-6E73	GB/T 2312—1980，78—83
5907	铘	G0-6E74	GB/T 2312—1980，78—84
5908	铛	G0-6E75	GB/T 2312—1980，78—85
5909	铞	G0-6E76	GB/T 2312—1980，78—86
5910	铟	G0-6E77	GB/T 2312—1980，78—87
5911	铠	G0-6E78	GB/T 2312—1980，78—88
5912	铢	G0-6E79	GB/T 2312—1980，78—89
5913	铤	G0-6E7A	GB/T 2312—1980，78—90
5914	铥	G0-6E7B	GB/T 2312—1980，78—91
5915	铧	G0-6E7C	GB/T 2312—1980，78—92
5916	铨	G0-6E7D	GB/T 2312—1980，78—93
5917	铪	G0-6E7E	GB/T 2312—1980，78—94
5918	铩	G0-6F21	GB/T 2312—1980，79—01
5919	铫	G0-6F22	GB/T 2312—1980，79—02
5920	铮	G0-6F23	GB/T 2312—1980，79—03
5921	铯	G0-6F24	GB/T 2312—1980，79—04
5922	铳	G0-6F25	GB/T 2312—1980，79—05
5923	铴	G0-6F26	GB/T 2312—1980，79—06
5924	铵	G0-6F27	GB/T 2312—1980，79—07
5925	铷	G0-6F28	GB/T 2312—1980，79—08
5926	铹	G0-6F29	GB/T 2312—1980，79—09
5927	铼	G0-6F2A	GB/T 2312—1980，79—10
5928	铽	G0-6F2B	GB/T 2312—1980，79—11
5929	铿	G0-6F2C	GB/T 2312—1980，79—12
5930	锃	G0-6F2D	GB/T 2312—1980，79—13
5931	锂	G0-6F2E	GB/T 2312—1980，79—14
5932	锆	G0-6F2F	GB/T 2312—1980，79—15
5933	锇	G0-6F30	GB/T 2312—1980，79—16
5934	锉	G0-6F31	GB/T 2312—1980，79—17
5935	锊	G0-6F32	GB/T 2312—1980，79—18
5936	锍	G0-6F33	GB/T 2312—1980，79—19
5937	锎	G0-6F34	GB/T 2312—1980，79—20
5938	锏	G0-6F35	GB/T 2312—1980，79—21
5939	锒	G0-6F36	GB/T 2312—1980，79—22
5940	锓	G0-6F37	GB/T 2312—1980，79—23
5941	锔	G0-6F38	GB/T 2312—1980，79—24
5942	锕	G0-6F39	GB/T 2312—1980，79—25
5943	锖	G0-6F3A	GB/T 2312—1980，79—26
5944	锘	G0-6F3B	GB/T 2312—1980，79—27
5945	锛	G0-6F3C	GB/T 2312—1980，79—28
5946	锝	G0-6F3D	GB/T 2312—1980，79—29
5947	锞	G0-6F3E	GB/T 2312—1980，79—30
5948	锟	G0-6F3F	GB/T 2312—1980，79—31
5949	锢	G0-6F40	GB/T 2312—1980，79—32
5950	锪	G0-6F41	GB/T 2312—1980，79—33
5951	锫	G0-6F42	GB/T 2312—1980，79—34
5952	锩	G0-6F43	GB/T 2312—1980，79—35
5953	锬	G0-6F44	GB/T 2312—1980，79—36
5954	锱	G0-6F45	GB/T 2312—1980，79—37
5955	锲	G0-6F46	GB/T 2312—1980，79—38
5956	锴	G0-6F47	GB/T 2312—1980，79—39
5957	锶	G0-6F48	GB/T 2312—1980，79—40
5958	锷	G0-6F49	GB/T 2312—1980，79—41
5959	锸	G0-6F4A	GB/T 2312—1980，79—42
5960	锼	G0-6F4B	GB/T 2312—1980，79—43
5961	锾	G0-6F4C	GB/T 2312—1980，79—44
5962	锿	G0-6F4D	GB/T 2312—1980，79—45
5963	镂	G0-6F4E	GB/T 2312—1980，79—46
5964	锵	G0-6F4F	GB/T 2312—1980，79—47
5965	镄	G0-6F50	GB/T 2312—1980，79—48
5966	镅	G0-6F51	GB/T 2312—1980，79—49
5967	镆	G0-6F52	GB/T 2312—1980，79—50
5968	镉	G0-6F53	GB/T 2312—1980，79—51
5969	镌	G0-6F54	GB/T 2312—1980，79—52
5970	镎	G0-6F55	GB/T 2312—1980，79—53
5971	镏	G0-6F56	GB/T 2312—1980，79—54
5972	镒	G0-6F57	GB/T 2312—1980，79—55
5973	镓	G0-6F58	GB/T 2312—1980，79—56
5974	镔	G0-6F59	GB/T 2312—1980，79—57
5975	镖	G0-6F5A	GB/T 2312—1980，79—58
5976	镗	G0-6F5B	GB/T 2312—1980，79—59
5977	镘	G0-6F5C	GB/T 2312—1980，79—60
5978	镙	G0-6F5D	GB/T 2312—1980，79—61
5979	镛	G0-6F5E	GB/T 2312—1980，79—62
5980	镞	G0-6F5F	GB/T 2312—1980，79—63
5981	镟	G0-6F60	GB/T 2312—1980，79—64
5982	镝	G0-6F61	GB/T 2312—1980，79—65
5983	镡	G0-6F62	GB/T 2312—1980，79—66
5984	镢	G0-6F63	GB/T 2312—1980，79—67
5985	镤	G0-6F64	GB/T 2312—1980，79—68
5986	镥	G0-6F65	GB/T 2312—1980，79—69
5987	镦	G0-6F66	GB/T 2312—1980，79—70
5988	镧	G0-6F67	GB/T 2312—1980，79—71
5989	镨	G0-6F68	GB/T 2312—1980，79—72
5990	镩	G0-6F69	GB/T 2312—1980，79—73
5991	镪	G0-6F6A	GB/T 2312—1980，79—74
5992	镫	G0-6F6B	GB/T 2312—1980，79—75
5993	镬	G0-6F6C	GB/T 2312—1980，79—76
5994	镯	G0-6F6D	GB/T 2312—1980，79—77
5995	镱	G0-6F6E	GB/T 2312—1980，79—78
5996	镲	G0-6F6F	GB/T 2312—1980，79—79
5997	镳	G0-6F70	GB/T 2312—1980，79—80
5998	锺	G0-6F71	GB/T 2312—1980，79—81
5999	矧	G0-6F72	GB/T 2312—1980，79—82
6000	矬	G0-6F73	GB/T 2312—1980，79—83
6001	雉	G0-6F74	GB/T 2312—1980，79—84
6002	秕	G0-6F75	GB/T 2312—1980，79—85
6003	秭	G0-6F76	GB/T 2312—1980，79—86
6004	秣	G0-6F77	GB/T 2312—1980，79—87
6005	秫	G0-6F78	GB/T 2312—1980，79—88
6006	稆	G0-6F79	GB/T 2312—1980，79—89
6007	嵇	G0-6F7A	GB/T 2312—1980，79—90
6008	稃	G0-6F7B	GB/T 2312—1980，79—91
6009	稂	G0-6F7C	GB/T 2312—1980，79—92
6010	稞	G0-6F7D	GB/T 2312—1980，79—93
6011	稔	G0-6F7E	GB/T 2312—1980，79—94
6012	稹	G0-7021	GB/T 2312—1980，80—01
6013	稷	G0-7022	GB/T 2312—1980，80—02
6014	穑	G0-7023	GB/T 2312—1980，80—03
6015	黏	G0-7024	GB/T 2312—1980，80—04
6016	馥	G0-7025	GB/T 2312—1980，80—05
6017	穰	G0-7026	GB/T 2312—1980，80—06
6018	皈	G0-7027	GB/T 2312—1980，80—07
6019	皎	G0-7028	GB/T 2312—1980，80—08
6020	皓	G0-7029	GB/T 2312—1980，80—09
6021	皙	G0-702A	GB/T 2312—1980，80—10
6022	皤	G0-702B	GB/T 2312—1980，80—11
6023	瓞	G0-702C	GB/T 2312—1980，80—12
6024	瓠	G0-702D	GB/T 2312—1980，80—13
6025	甬	G0-702E	GB/T 2312—1980，80—14
6026	鸠	G0-702F	GB/T 2312—1980，80—15
6027	鸢	G0-7030	GB/T 2312—1980，80—16
6028	鸨	G0-7031	GB/T 2312—1980，80—17
6029	鸩	G0-7032	GB/T 2312—1980，80—18
6030	鸪	G0-7033	GB/T 2312—1980，80—19
6031	鸫	G0-7034	GB/T 2312—1980，80—20
6032	鸬	G0-7035	GB/T 2312—1980，80—21
6033	鸲	G0-7036	GB/T 2312—1980，80—22
6034	鸱	G0-7037	GB/T 2312—1980，80—23
6035	鸶	G0-7038	GB/T 2312—1980，80—24
6036	鸸	G0-7039	GB/T 2312—1980，80—25
6037	鸷	G0-703A	GB/T 2312—1980，80—26
6038	鸹	G0-703B	GB/T 2312—1980，80—27
6039	鸺	G0-703C	GB/T 2312—1980，80—28
6040	鸾	G0-703D	GB/T 2312—1980，80—29
6041	鹁	G0-703E	GB/T 2312—1980，80—30
6042	鹂	G0-703F	GB/T 2312—1980，80—31
6043	鹄	G0-7040	GB/T 2312—1980，80—32
6044	鹆	G0-7041	GB/T 2312—1980，80—33
6045	鹇	G0-7042	GB/T 2312—1980，80—34
6046	鹈	G0-7043	GB/T 2312—1980，80—35
6047	鹉	G0-7044	GB/T 2312—1980，80—36
6048	鹋	G0-7045	GB/T 2312—1980，80—37
6049	鹌	G0-7046	GB/T 2312—1980，80—38
6050	鹎	G0-7047	GB/T 2312—1980，80—39
6051	鹑	G0-7048	GB/T 2312—1980，80—40
6052	鹕	G0-7049	GB/T 2312—1980，80—41
6053	鹗	G0-704A	GB/T 2312—1980，80—42
6054	鹚	G0-704B	GB/T 2312—1980，80—43
6055	鹛	G0-704C	GB/T 2312—1980，80—44
6056	鹜	G0-704D	GB/T 2312—1980，80—45
6057	鹞	G0-704E	GB/T 2312—1980，80—46
6058	鹣	G0-704F	GB/T 2312—1980，80—47
6059	鹦	G0-7050	GB/T 2312—1980，80—48
6060	鹧	G0-7051	GB/T 2312—1980，80—49
6061	鹨	G0-7052	GB/T 2312—1980，80—50
6062	鹩	G0-7053	GB/T 2312—1980，80—51
6063	鹪	G0-7054	GB/T 2312—1980，80—52
6064	鹫	G0-7055	GB/T 2312—1980，80—53
6065	鹬	G0-7056	GB/T 2312—1980，80—54
6066	鹱	G0-7057	GB/T 2312—1980，80—55
6067	鹭	G0-7058	GB/T 2312—1980，80—56
6068	鹳	G0-7059	GB/T 2312—1980，80—57
6069	疒	G0-705A	GB/T 2312—1980，80—58
6070	疔	G0-705B	GB/T 2312—1980，80—59
6071	疖	G0-705C	GB/T 2312—1980，80—60
6072	疠	G0-705D	GB/T 2312—1980，80—61
6073	疝	G0-705E	GB/T 2312—1980，80—62
6074	疬	G0-705F	GB/T 2312—1980，80—63
6075	疣	G0-7060	GB/T 2312—1980，80—64
6076	疳	G0-7061	GB/T 2312—1980，80—65
6077	疴	G0-7062	GB/T 2312—1980，80—66
6078	疸	G0-7063	GB/T 2312—1980，80—67
6079	痄	G0-7064	GB/T 2312—1980，80—68
6080	疱	G0-7065	GB/T 2312—1980，80—69
6081	疰	G0-7066	GB/T 2312—1980，80—70
6082	痃	G0-7067	GB/T 2312—1980，80—71
6083	痂	G0-7068	GB/T 2312—1980，80—72
6084	痖	G0-7069	GB/T 2312—1980，80—73
6085	痍	G0-706A	GB/T 2312—1980，80—74
6086	痣	G0-706B	GB/T 2312—1980，80—75
6087	痨	G0-706C	GB/T 2312—1980，80—76
6088	痦	G0-706D	GB/T 2312—1980，80—77
6089	痤	G0-706E	GB/T 2312—1980，80—78
6090	痫	G0-706F	GB/T 2312—1980，80—79
6091	痧	G0-7070	GB/T 2312—1980，80—80
6092	瘃	G0-7071	GB/T 2312—1980，80—81
6093	痱	G0-7072	GB/T 2312—1980，80—82
6094	痼	G0-7073	GB/T 2312—1980，80—83
6095	痿	G0-7074	GB/T 2312—1980，80—84
6096	瘐	G0-7075	GB/T 2312—1980，80—85
6097	瘀	G0-7076	GB/T 2312—1980，80—86
6098	瘅	G0-7077	GB/T 2312—1980，80—87
6099	瘌	G0-7078	GB/T 2312—1980，80—88
6100	瘗	G0-7079	GB/T 2312—1980，80—89
6101	瘊	G0-707A	GB/T 2312—1980，80—90
6102	瘥	G0-707B	GB/T 2312—1980，80—91
6103	瘘	G0-707C	GB/T 2312—1980，80—92
6104	瘕	G0-707D	GB/T 2312—1980，80—93
6105	瘙	G0-707E	GB/T 2312—1980，80—94
6106	瘛	G0-7121	GB/T 2312—1980，81—01
6107	瘼	G0-7122	GB/T 2312—1980，81—02
6108	瘢	G0-7123	GB/T 2312—1980，81—03
6109	瘠	G0-7124	GB/T 2312—1980，81—04
6110	癀	G0-7125	GB/T 2312—1980，81—05
6111	瘭	G0-7126	GB/T 2312—1980，81—06
6112	瘰	G0-7127	GB/T 2312—1980，81—07
6113	瘿	G0-7128	GB/T 2312—1980，81—08
6114	瘵	G0-7129	GB/T 2312—1980，81—09
6115	癃	G0-712A	GB/T 2312—1980，81—10
6116	瘾	G0-712B	GB/T 2312—1980，81—11
6117	瘳	G0-712C	GB/T 2312—1980，81—12
6118	癍	G0-712D	GB/T 2312—1980，81—13
6119	癞	G0-712E	GB/T 2312—1980，81—14
6120	癔	G0-712F	GB/T 2312—1980，81—15
6121	癜	G0-7130	GB/T 2312—1980，81—16
6122	癖	G0-7131	GB/T 2312—1980，81—17
6123	癫	G0-7132	GB/T 2312—1980，81—18
6124	癯	G0-7133	GB/T 2312—1980，81—19
6125	翊	G0-7134	GB/T 2312—1980，81—20
6126	竦	G0-7135	GB/T 2312—1980，81—21
6127	穸	G0-7136	GB/T 2312—1980，81—22
6128	穹	G0-7137	GB/T 2312—1980，81—23
6129	窀	G0-7138	GB/T 2312—1980，81—24
6130	窆	G0-7139	GB/T 2312—1980，81—25
6131	窈	G0-713A	GB/T 2312—1980，81—26
6132	窕	G0-713B	GB/T 2312—1980，81—27
6133	窦	G0-713C	GB/T 2312—1980，81—28
6134	窠	G0-713D	GB/T 2312—1980，81—29
6135	窬	G0-713E	GB/T 2312—1980，81—30
6136	窨	G0-713F	GB/T 2312—1980，81—31
6137	窭	G0-7140	GB/T 2312—1980，81—32
6138	窳	G0-7141	GB/T 2312—1980，81—33
6139	衤	G0-7142	GB/T 2312—1980，81—34
6140	衩	G0-7143	GB/T 2312—1980，81—35
6141	衲	G0-7144	GB/T 2312—1980，81—36
6142	衽	G0-7145	GB/T 2312—1980，81—37
6143	衿	G0-7146	GB/T 2312—1980，81—38
6144	袂	G0-7147	GB/T 2312—1980，81—39
6145	袢	G0-7148	GB/T 2312—1980，81—40
6146	裆	G0-7149	GB/T 2312—1980，81—41
6147	袷	G0-714A	GB/T 2312—1980，81—42
6148	袼	G0-714B	GB/T 2312—1980，81—43
6149	裉	G0-714C	GB/T 2312—1980，81—44
6150	裢	G0-714D	GB/T 2312—1980，81—45
6151	裎	G0-714E	GB/T 2312—1980，81—46
6152	裣	G0-714F	GB/T 2312—1980，81—47
6153	裥	G0-7150	GB/T 2312—1980，81—48
6154	裱	G0-7151	GB/T 2312—1980，81—49
6155	褚	G0-7152	GB/T 2312—1980，81—50
